Field,Forename,Number of Records
Bride Forename,Abernaide,1
Bride Forename,Abery,5
Bride Forename,Abesbah,1
Bride Forename,Abet,1
Bride Forename,Abett,1
Bride Forename,Abey,3
Bride Forename,Abgail,2
Bride Forename,Abgal,2
Bride Forename,Anna Maria Eliza,1
Bride Forename,Anna Maria Elizabeth,2
Bride Forename,Anna Maria Elizabeth Charlotte,1
Bride Forename,Anna Maria Ellen,1
Bride Forename,Anna Maria Emma,2
Bride Forename,Anna Maria Floyd,1
Bride Forename,Anna Maria Ford,1
Bride Forename,Anna Maria Foreman,1
Bride Forename,Anna Maria Frances,1
Bride Forename,Anna Maria Gaff,1
Bride Forename,Anna Maria Garetta,1
Bride Forename,Anna Maria Gedge,1
Bride Forename,Anna Maria Gotts,1
Bride Forename,Anna Maria Harriet,1
Bride Forename,Anna Maria Harvey,1
Bride Forename,Anna Maria Hawksley,1
Bride Forename,Anna Maria I'sted,1
Bride Forename,Anna Maria Isabella,1
Bride Forename,Anna Maria Jane,1
Bride Forename,Anna Maria Jay,1
Bride Forename,Anna Maria Jenny,1
Bride Forename,Anna Maria L. P.,1
Bride Forename,Anna Maria Lewis,1
Bride Forename,Anna Maria Louisa,1
Bride Forename,Anna Maria Louise,1
Bride Forename,Anna Maria Lyon Merry,1
Bride Forename,Anna Maria Magdalena,1
Bride Forename,Anna Maria Norman,1
Bride Forename,Anna Maria Patten,5
Bride Forename,Anna Maria Plunkett,1
Bride Forename,Anna Maria Ramm,1
Bride Forename,Anna Maria Rebekah,1
Bride Forename,Anna Maria Rhoda,1
Bride Forename,Anna Maria Roberts,1
Bride Forename,Anna Maria Rouse,1
Bride Forename,Anna Maria Sarah,1
Bride Forename,Anna Maria Selina,2
Bride Forename,Anna Maria Selway,1
Bride Forename,Anna Maria Serenia,1
Bride Forename,Anna Maria Slocombe,1
Bride Forename,Anna Maria Smith,1
Bride Forename,Anna Maria Stocking,1
Bride Forename,Anna Maria Susannah Donne,1
Bride Forename,Anna Maria Symes,1
Bride Forename,Anna Maria Theresa,1
Bride Forename,Anna Maria Theresa Elizabeth,1
Bride Forename,Anna Maria Virtue,1
Bride Forename,Anna Maria Willis,1
Bride Forename,Anna Maria.Mrs.,1
Bride Forename,Anna Maria?,1
Bride Forename,Anna Mariah,13
Bride Forename,Anna Marian,1
Bride Forename,Anna Marianna?,1
Bride Forename,Anna Marie,25
Bride Forename,Anna Marie *,1
Bride Forename,Anna Marie Rudolphina Franziska,1
Bride Forename,Anna Marien,1
Bride Forename,Anna Marion,1
Bride Forename,Anna Maris,1
Bride Forename,Anna Maritta,1
Bride Forename,Anna Martha,5
Bride Forename,Anna Martin,1
Bride Forename,Anna Martonia,1
Bride Forename,Anna Mary,50
Bride Forename,Anna Mary Anne,1
Bride Forename,Anna Mary Maria,1
Bride Forename,Anna Matilda,8
Bride Forename,Anna Maud Mary,1
Bride Forename,Anna Mavice,1
Bride Forename,Anna May,5
Bride Forename,Anna Mayse,2
Bride Forename,Anna Meadows,1
Bride Forename,Anna Mildred,4
Bride Forename,Anna Mildreda,1
Bride Forename,Anna Millard,1
Bride Forename,Anna Milward,1
Bride Forename,Anna Minnie,1
Bride Forename,Anna Mirch,1
Bride Forename,Anna Miss,1
Bride Forename,Anna Mistris,1
Bride Forename,Anna Money,1
Bride Forename,Anna Monk,1
Bride Forename,Anna Moorwood,1
Bride Forename,Anna Morson,1
Bride Forename,Anna Mrs,2
Bride Forename,Anna Mrs.,1
Bride Forename,Anna Myra,1
Bride Forename,Anna Naria,1
Bride Forename,Anna Neale,3
Bride Forename,Anna Nelly,1
Bride Forename,Anna Nicholl,1
Bride Forename,Anna Paton,1
Bride Forename,Anna Pawlet,1
Bride Forename,Anna Pearce,1
Bride Forename,Anna Penelope,2
Bride Forename,Anna Peterella,1
Bride Forename,Anna Philadelphia,1
Bride Forename,Anna Phillips,2
Bride Forename,Anna Phillis,2
Bride Forename,Anna Phippen,1
Bride Forename,Anna Phoebe,1
Bride Forename,Anna Platten,2
Bride Forename,Anna Posthuma,3
Bride Forename,Anna Prima,1
Bride Forename,Anna Priscilla,4
Bride Forename,Anna Prudence,2
Bride Forename,Anna R,1
Bride Forename,Anna Rachel,2
Bride Forename,Anna Rains,1
Bride Forename,Anna Ralph,1
Bride Forename,Anna Read,1
Bride Forename,Anna Rebecca,11
Bride Forename,Anna Rebeckah,1
Bride Forename,Anna Rebekah,2
Bride Forename,Anna Robertson,1
Bride Forename,Anna Robina,1
Bride Forename,Anna Roby,4
Bride Forename,Anna Rodwell,1
Bride Forename,Anna Romana,1
Bride Forename,Anna Rosa,1
Bride Forename,Anna Rosannah,1
Bride Forename,Anna Rose,1
Bride Forename,Anna Rosina,1
Bride Forename,Anna Ruth,1
Bride Forename,Anna Ruth Hart,1
Bride Forename,Anna Rye,1
Bride Forename,Anna Sabrina Alicia,1
Bride Forename,Anna Salmon,1
Bride Forename,Anna Sarah,11
Bride Forename,Anna Saunders,1
Bride Forename,Anna Self,1
Bride Forename,Anna Selina,3
Bride Forename,Anna Selina Whiteford,1
Bride Forename,Anna Smith,1
Bride Forename,Anna Sophia,44
Bride Forename,Anna Sophia Frances,1
Bride Forename,Anna Sophia Rebecca,1
Bride Forename,Anna Sophia Wilkinson,1
Bride Forename,Anna Sophie,1
Bride Forename,Anna Statia,1
Bride Forename,Anna Stone,1
Bride Forename,Anna Sturley,1
Bride Forename,Anna Susan,3
Bride Forename,Anna Susanna,6
Bride Forename,Anna Susanna Ethelrida,1
Bride Forename,Anna Susannah,2
Bride Forename,Anna Teresa Maria,1
Bride Forename,Anna Theresa,2
Bride Forename,Anna Thomas,1
Bride Forename,Anna Thompson,1
Bride Forename,Anna Thurlow,1
Bride Forename,Anna Towers,1
Bride Forename,Anna Travis,1
Bride Forename,Anna Trewellyn,1
Bride Forename,Anna Troches,1
Bride Forename,Anna Truth,1
Bride Forename,Anna Ulrika,1
Bride Forename,Anna Uxor Cjus,1
Bride Forename,Anna Vera Prudence Diggens,1
Bride Forename,Anna Vernon,2
Bride Forename,Anna Victoria,1
Bride Forename,Anna Virtue,1
Bride Forename,Anna Volkera,1
Bride Forename,Anna W,1
Bride Forename,Anna Warburton,1
Bride Forename,Anna Watson,1
Bride Forename,Anna Whelham,1
Bride Forename,Anna Willhelmina,1
Bride Forename,Anna Wilson Simpson,1
Bride Forename,Anna Winter,1
Bride Forename,Anna Wood,1
Bride Forename,Anna maria,1
Bride Forename,Anna or Anne,1
Bride Forename,Anna or Hannah,1
Bride Forename,Anna sig Fawkes,1
Bride Forename,Anna sophia,1
Bride Forename,Anna',10
Bride Forename,Anna*,1
Bride Forename,Anna, Mrs,1
Bride Forename,Anna- Maria,1
Bride Forename,Anna-Maria,15
Bride Forename,Anna-Statia,1
Bride Forename,Anna-bella,1
Bride Forename,Anna-maria,2
Bride Forename,Anna: Maria,1
Bride Forename,Anna?,13
Bride Forename,AnnaMaria,1
Bride Forename,Anna[_],1
Bride Forename,Anna_Comfield,1
Bride Forename,Annaball,1
Bride Forename,Annabee,1
Bride Forename,Annabel,41
Bride Forename,Annabel Joyce,1
Bride Forename,Annabel Marshall,1
Bride Forename,Annabel Nancy,1
Bride Forename,Annabel??,1
Bride Forename,Annabelah,1
Bride Forename,Annabelem,1
Bride Forename,Annabell,50
Bride Forename,Annabell Morrison,1
Bride Forename,Annabella,192
Bride Forename,Annabella Christiana,1
Bride Forename,Annabella E,1
Bride Forename,Annabella Eliza,1
Bride Forename,Annabella Fowler,1
Bride Forename,Annabella Grace,1
Bride Forename,Annabella Joyce,3
Bride Forename,Annabella Maria,1
Bride Forename,Annabella Mary,2
Bride Forename,Annabella Theresa,1
Bride Forename,Annabella Vosper,1
Bride Forename,Annabellamaria,1
Bride Forename,Annabellar,1
Bride Forename,Annabelle,6
Bride Forename,Annabil,1
Bride Forename,Annabill,4
Bride Forename,Annable,58
Bride Forename,Annablea,1
Bride Forename,Annabul,1
Bride Forename,Annadine,1
Bride Forename,Annae,57
Bride Forename,Annae Mariae,1
Bride Forename,Annafrind,1
Bride Forename,Annah,156
Bride Forename,Annah Maria,1
Bride Forename,Annah Mirah,1
Bride Forename,Annahe,4
Bride Forename,Annahet,1
Bride Forename,Annaka,1
Bride Forename,Annale Maria,1
Bride Forename,Annaletta,1
Bride Forename,Annam,453
Bride Forename,Annam Alfredam,1
Bride Forename,Annam Elisabeth,1
Bride Forename,Annam Elizabeth,2
Bride Forename,Annam Elizabeth Frances,1
Bride Forename,Annam Elizabetham,1
Bride Forename,Annam Ellen,1
Bride Forename,Annam Margaretam,1
Bride Forename,Annam Mariam,4
Bride Forename,Annam Nora,1
Bride Forename,Annamana,1
Bride Forename,Annamaria,15
Bride Forename,Annamariah,1
Bride Forename,Annamenta,1
Bride Forename,Annamia,1
Bride Forename,Annamica?,1
Bride Forename,Annan,9
Bride Forename,Annan Catherina,1
Bride Forename,Annan*,1
Bride Forename,Annana,1
Bride Forename,Annanbel,1
Bride Forename,Annaniah,2
Bride Forename,Annapell,2
Bride Forename,Annapill,3
Bride Forename,Annaple,1
Bride Forename,Annar,2
Bride Forename,Annarietta,3
Bride Forename,Annarietta Louisa,1
Bride Forename,Annarita,1
Bride Forename,Annas,303
Bride Forename,Annas Mary,1
Bride Forename,Annass,2
Bride Forename,Annastacia,1
Bride Forename,Annastatia,1
Bride Forename,Annat,1
Bride Forename,Annath Jean,1
Bride Forename,Annatte,2
Bride Forename,Annbre,1
Bride Forename,Annce,1
Bride Forename,Annd,4
Bride Forename,Annde,1
Bride Forename,Anne,127904
Bride Forename,Anne ( Ann),1
Bride Forename,Anne ( Signs Ann ),1
Bride Forename,Anne (?arne),1
Bride Forename,Anne (Ame),1
Bride Forename,Anne (Ann),31
Bride Forename,Anne (Jane),2
Bride Forename,Anne (Mrs),7
Bride Forename,Anne (emmy),1
Bride Forename,Anne (mis),1
Bride Forename,Anne (misse),1
Bride Forename,Anne (mris),1
Bride Forename,Anne (mrs),1
Bride Forename,Anne (x),1
Bride Forename,Anne *,1
Bride Forename,Anne ?,6
Bride Forename,Anne A,1
Bride Forename,Anne Aarbella,1
Bride Forename,Anne Ada,3
Bride Forename,Anne Addy,1
Bride Forename,Anne Adelaide,1
Bride Forename,Anne Adeliza Deane,2
Bride Forename,Anne Agnes,1
Bride Forename,Anne Akers,2
Bride Forename,Anne Aldswinkle,1
Bride Forename,Anne Alice,7
Bride Forename,Anne Alicia,2
Bride Forename,Anne Allsebrook,1
Bride Forename,Anne Alma,1
Bride Forename,Anne Amelia,17
Bride Forename,Anne Amelia Matilda,1
Bride Forename,Anne Amelia Pike,1
Bride Forename,Anne Amey,1
Bride Forename,Anne Amilia,1
Bride Forename,Anne Anabella,1
Bride Forename,Anne Andrew,1
Bride Forename,Anne Anna Georgina,1
Bride Forename,Anne Ansell,1
Bride Forename,Anne Appleton,1
Bride Forename,Anne Arabella,2
Bride Forename,Anne Archer,2
Bride Forename,Anne Armillada,1
Bride Forename,Anne Arnal,2
Bride Forename,Anne Astrop,1
Bride Forename,Anne Atkins,1
Bride Forename,Anne Attwood,1
Bride Forename,Anne Augusta,5
Bride Forename,Anne Augusta Wilmot,1
Bride Forename,Anne Aynesley,1
Bride Forename,Anne Bailey,1
Bride Forename,Anne Baker,2
Bride Forename,Anne Bancks,1
Bride Forename,Anne Barbara,3
Bride Forename,Anne Barbara Frances,1
Bride Forename,Anne Barclay,1
Bride Forename,Anne Barker,1
Bride Forename,Anne Barlon,1
Bride Forename,Anne Barrett,2
Bride Forename,Anne Bassett,1
Bride Forename,Anne Bassnipp,1
Bride Forename,Anne Batchelor,1
Bride Forename,Anne Bayes,1
Bride Forename,Anne Baylis,1
Bride Forename,Anne Beathia,1
Bride Forename,Anne Beatley,1
Bride Forename,Anne Beckingham,1
Bride Forename,Anne Belinda,1
Bride Forename,Anne Bell,2
Bride Forename,Anne Bell Maud,1
Bride Forename,Anne Belsey,1
Bride Forename,Anne Belshaw,1
Bride Forename,Anne Bennett,1
Bride Forename,Anne Berks,1
Bride Forename,Anne Berry,1
Bride Forename,Anne Betts,1
Bride Forename,Anne Bishop,1
Bride Forename,Anne Blades,1
Bride Forename,Anne Blagden,1
Bride Forename,Anne Blake,1
Bride Forename,Anne Blanch,1
Bride Forename,Anne Blanche,2
Bride Forename,Anne Blanchett,1
Bride Forename,Anne Blow,1
Bride Forename,Anne Boraman,1
Bride Forename,Anne Borlase,1
Bride Forename,Anne Bowman,1
Bride Forename,Anne Bowyer,1
Bride Forename,Anne Bradden,1
Bride Forename,Anne Bradford,1
Bride Forename,Anne Bradley,1
Bride Forename,Anne Breakspere,1
Bride Forename,Anne Breese,1
Bride Forename,Anne Brice,1
Bride Forename,Anne Bridget,1
Bride Forename,Anne Brodrick,1
Bride Forename,Anne Brough,1
Bride Forename,Anne Brown,5
Bride Forename,Anne Bryant,2
Bride Forename,Anne Buchan,1
Bride Forename,Anne Burd,1
Bride Forename,Anne Burt,2
Bride Forename,Anne Bywater,1
Bride Forename,Anne C,1
Bride Forename,Anne Calder,1
Bride Forename,Anne Campbell,1
Bride Forename,Anne Capron,1
Bride Forename,Anne Caroline,7
Bride Forename,Anne Carolyn,1
Bride Forename,Anne Casswell,1
Bride Forename,Anne Cates,1
Bride Forename,Anne Catharin,1
Bride Forename,Anne Catharine,4
Bride Forename,Anne Catharine Marchant,1
Bride Forename,Anne Catherine,16
Bride Forename,Anne Catherine Crandon,1
Bride Forename,Anne Cave,2
Bride Forename,Anne Cecilia,1
Bride Forename,Anne Celestina,1
Bride Forename,Anne Chad,1
Bride Forename,Anne Chalmers,1
Bride Forename,Anne Chantille,1
Bride Forename,Anne Chappell,1
Bride Forename,Anne Charity Sarah,1
Bride Forename,Anne Charles,2
Bride Forename,Anne Charlott,1
Bride Forename,Anne Charlotte,10
Bride Forename,Anne Charlotte May,1
Bride Forename,Anne Childerix Compton,1
Bride Forename,Anne Childeroy Compton,1
Bride Forename,Anne Chisholm,1
Bride Forename,Anne Christian,2
Bride Forename,Anne Christiana,3
Bride Forename,Anne Christina,1
Bride Forename,Anne Christine,4
Bride Forename,Anne Clara,3
Bride Forename,Anne Clarke,7
Bride Forename,Anne Clements,1
Bride Forename,Anne Cleveland,1
Bride Forename,Anne Cockburn,1
Bride Forename,Anne Collard,1
Bride Forename,Anne Collins,1
Bride Forename,Anne Comfort,1
Bride Forename,Anne Cooke,1
Bride Forename,Anne Coombs,1
Bride Forename,Anne Corbetta H. M.,1
Bride Forename,Anne Coshe,1
Bride Forename,Anne Cousines,1
Bride Forename,Anne Cozens,2
Bride Forename,Anne Craufuird,1
Bride Forename,Anne Cromar,1
Bride Forename,Anne Cummack,1
Bride Forename,Anne Cunningham,1
Bride Forename,Anne Cutler,1
Bride Forename,Anne Cynthia,1
Bride Forename,Anne D.,1
Bride Forename,Anne Dakers,1
Bride Forename,Anne David,3
Bride Forename,Anne Davies,2
Bride Forename,Anne Dawe,1
Bride Forename,Anne Dawson,1
Bride Forename,Anne Deane,1
Bride Forename,Anne Deborah,1
Bride Forename,Anne Diana,2
Bride Forename,Anne Digbye,1
Bride Forename,Anne Dingle,1
Bride Forename,Anne Dinise,1
Bride Forename,Anne Dixon,1
Bride Forename,Anne Dora,1
Bride Forename,Anne Dorcas,1
Bride Forename,Anne Doreen,1
Bride Forename,Anne Dorothy,3
Bride Forename,Anne Dorothy Bruce,2
Bride Forename,Anne Duff,2
Bride Forename,Anne Durell,1
Bride Forename,Anne E,2
Bride Forename,Anne E.,1
Bride Forename,Anne Earl,1
Bride Forename,Anne Eastcott,1
Bride Forename,Anne Edith,2
Bride Forename,Anne Eileen,1
Bride Forename,Anne Eleanor,1
Bride Forename,Anne Elisabeth,5
Bride Forename,Anne Eliz,2
Bride Forename,Anne Eliza,67
Bride Forename,Anne Eliza Elizabeth,1
Bride Forename,Anne Eliza Ellis,1
Bride Forename,Anne Eliza Finetta,1
Bride Forename,Anne Eliza Hernden,1
Bride Forename,Anne Elizabeth,285
Bride Forename,Anne Elizabeth Barton,1
Bride Forename,Anne Elizabeth Chapman,1
Bride Forename,Anne Elizabeth Cholmley,2
Bride Forename,Anne Elizabeth Copeland,1
Bride Forename,Anne Elizabeth Cowper,1
Bride Forename,Anne Elizabeth Cunningham,1
Bride Forename,Anne Elizabeth Frances,1
Bride Forename,Anne Elizabeth Jane,2
Bride Forename,Anne Elizabeth Jane Bezer,1
Bride Forename,Anne Elizabeth Marianne,1
Bride Forename,Anne Elizabeth Rose,1
Bride Forename,Anne Elizabeth Sophie,1
Bride Forename,Anne Elizabeth Tufton,1
Bride Forename,Anne Elizth,1
Bride Forename,Anne Ellen,7
Bride Forename,Anne Ellis,1
Bride Forename,Anne Ellory,1
Bride Forename,Anne Elnora,1
Bride Forename,Anne Elsie,1
Bride Forename,Anne Emelia,1
Bride Forename,Anne Emerly,1
Bride Forename,Anne Emily,4
Bride Forename,Anne Emily Honor,1
Bride Forename,Anne Emily Powley,1
Bride Forename,Anne Emma,1
Bride Forename,Anne Emma Haldane,1
Bride Forename,Anne Emmett,1
Bride Forename,Anne Enderby,2
Bride Forename,Anne Enid,1
Bride Forename,Anne Estella,1
Bride Forename,Anne Esther,5
Bride Forename,Anne Etta,1
Bride Forename,Anne Evans,1
Bride Forename,Anne Eve,3
Bride Forename,Anne Eyre,1
Bride Forename,Anne Fane,1
Bride Forename,Anne Farmer,1
Bride Forename,Anne Farrer,4
Bride Forename,Anne Farrow,1
Bride Forename,Anne Favell,1
Bride Forename,Anne Featherstone,1
Bride Forename,Anne Fillis,1
Bride Forename,Anne Flood,1
Bride Forename,Anne Florence,2
Bride Forename,Anne Forbes,1
Bride Forename,Anne Ford,1
Bride Forename,Anne Frances,14
Bride Forename,Anne Frances Elizabeth,1
Bride Forename,Anne Francis,1
Bride Forename,Anne Freda,1
Bride Forename,Anne Frost,1
Bride Forename,Anne Furmen of this,1
Bride Forename,Anne G,1
Bride Forename,Anne G.,1
Bride Forename,Anne G. Frances,1
Bride Forename,Anne Gabriel,1
Bride Forename,Anne Gardner,1
Bride Forename,Anne Garner,1
Bride Forename,Anne Gee,1
Bride Forename,Anne Geidham,1
Bride Forename,Anne George,1
Bride Forename,Anne Georgiana,1
Bride Forename,Anne Georgianna Henrietta,1
Bride Forename,Anne Georgina,1
Bride Forename,Anne Georgina Helen,1
Bride Forename,Anne Georgina Janet,1
Bride Forename,Anne Gilham,1
Bride Forename,Anne Gladwell,1
Bride Forename,Anne Gladys,1
Bride Forename,Anne Glanville,1
Bride Forename,Anne Glassford,1
Bride Forename,Anne Glee,1
Bride Forename,Anne Godwin,1
Bride Forename,Anne Gooch,1
Bride Forename,Anne Goodwin,1
Bride Forename,Anne Gourley,2
Bride Forename,Anne Gowing,1
Bride Forename,Anne Grace,1
Bride Forename,Anne Green,1
Bride Forename,Anne Grice,1
Bride Forename,Anne Griffies,1
Bride Forename,Anne Griffith,1
Bride Forename,Anne Griffiths,1
Bride Forename,Anne Grose,1
Bride Forename,Anne Gunyon,1
Bride Forename,Anne Guy,1
Bride Forename,Anne Gwillian,2
Bride Forename,Anne H,2
Bride Forename,Anne Habgood,1
Bride Forename,Anne Haine,1
Bride Forename,Anne Hamilton,1
Bride Forename,Anne Hammond,1
Bride Forename,Anne Hampson,1
Bride Forename,Anne Hancock,1
Bride Forename,Anne Hannah,2
Bride Forename,Anne Hanson,1
Bride Forename,Anne Hanutte,1
Bride Forename,Anne Harding,1
Bride Forename,Anne Hardy,1
Bride Forename,Anne Hare,1
Bride Forename,Anne Harmston,1
Bride Forename,Anne Harriet,5
Bride Forename,Anne Harriet Louisa,1
Bride Forename,Anne Harriet Sharman,2
Bride Forename,Anne Harriot,1
Bride Forename,Anne Harris,1
Bride Forename,Anne Harry,1
Bride Forename,Anne Harvey,3
Bride Forename,Anne Haves,1
Bride Forename,Anne Hawkings,1
Bride Forename,Anne Hawthorne,1
Bride Forename,Anne Headland,1
Bride Forename,Anne Heane,1
Bride Forename,Anne Heathen,1
Bride Forename,Anne Hebitt,1
Bride Forename,Anne Henrietta,3
Bride Forename,Anne Herne,1
Bride Forename,Anne Heslop,1
Bride Forename,Anne Hester,1
Bride Forename,Anne Hettie,1
Bride Forename,Anne Heygate Banks,1
Bride Forename,Anne Hez*,1
Bride Forename,Anne Hicks,1
Bride Forename,Anne Higgs,1
Bride Forename,Anne Hill,2
Bride Forename,Anne Hobbs,1
Bride Forename,Anne Hockin,1
Bride Forename,Anne Hodskins,1
Bride Forename,Anne Holland,1
Bride Forename,Anne Hollis,1
Bride Forename,Anne Hookham,2
Bride Forename,Anne Hope,3
Bride Forename,Anne Hopkins,1
Bride Forename,Anne Howard,2
Bride Forename,Anne Howell,1
Bride Forename,Anne Howill,1
Bride Forename,Anne Humphrey,1
Bride Forename,Anne Hunt,1
Bride Forename,Anne Hurrell,1
Bride Forename,Anne Hyde,1
Bride Forename,Anne Hym,1
Bride Forename,Anne Irena,1
Bride Forename,Anne Ireson,1
Bride Forename,Anne Isabel,1
Bride Forename,Anne Isabella,5
Bride Forename,Anne Isabella Petrie,1
Bride Forename,Anne Izabell,1
Bride Forename,Anne Jackson,1
Bride Forename,Anne Jacqueline,3
Bride Forename,Anne James,1
Bride Forename,Anne Jamieson,2
Bride Forename,Anne Jane,42
Bride Forename,Anne Jane Leigh,2
Bride Forename,Anne Jane Rose,1
Bride Forename,Anne Jane Susannah,1
Bride Forename,Anne Janet,1
Bride Forename,Anne Jarvis,1
Bride Forename,Anne Jean,1
Bride Forename,Anne Jeanette,1
Bride Forename,Anne Jeannette,1
Bride Forename,Anne Jefferys,1
Bride Forename,Anne Jegon,1
Bride Forename,Anne Jemima,1
Bride Forename,Anne Jenkins,1
Bride Forename,Anne Jennette,1
Bride Forename,Anne Jennifer,1
Bride Forename,Anne Jessey,1
Bride Forename,Anne Joan,1
Bride Forename,Anne John David,1
Bride Forename,Anne Johnson,2
